Equipamento;Razão Social;Situação;Taxa de Depreciação;Valor do Equipamento;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;109%;-3126.03;
CAMA ELÉTRICA;1;Obsoleto;109%;-3126.03;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;109%;-418.00;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-3116.44;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;109%;-423.98;
CAMA ELÉTRICA;1;Obsoleto;109%;-406.52;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;109%;-423.98;
CAMA ELÉTRICA;1;Obsoleto;109%;-406.52;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;109%;-406.52;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-418.00;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;18%;900.82;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;18%;900.82;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;18%;901.12;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;18%;900.82;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-3126.03;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;109%;-3126.03;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-3126.03;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-409.04;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-409.04;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;109%;-409.04;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-411.57;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;104%;-367.53;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;109%;-3126.03;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;104%;-367.53;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-406.52;
CAMA ELÉTRICA;1;Obsoleto;109%;-409.04;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-3126.03;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;109%;-418.00;
CAMA ELÉTRICA;1;Obsoleto;109%;-406.52;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-3126.03;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;1;Obsoleto;153%;-5369.31;
CAMA ELÉTRICA;1;Obsoleto;109%;-407.78;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;109%;-406.52;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
CAMA ELÉTRICA;1;Obsoleto;109%;-414.15;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;18%;901.12;
CAPELA DE EXAUSTÃO;1;Obsoleto;117%;-1054.08;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;18%;900.82;
CARDIOTOCÓGRAFO;1;Obsoleto;117%;-4691.83;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Não Obsoleto;73%;13493.15;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;104%;-1835.62;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;106%;-2876.71;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Não Obsoleto;73%;13301.37;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Não Obsoleto;74%;13123.29;
CARDIOVERSOR;1;Obsoleto;104%;-1835.62;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;106%;-2972.60;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
CARDIOVERSOR;1;Obsoleto;117%;-8671.23;
COAGULADOR POR PLASMA ARGÔNIO;1;Obsoleto;117%;-7924.99;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;17%;905.63;
CRIOSTATO;1;Obsoleto;117%;-20810.96;
DENSITOMETRIA ÓSSEA;2;Não Obsoleto;53%;121879.45;
DESFIBRILADOR;6;Obsoleto;107%;-651.39;
DESFIBRILADOR;1;Obsoleto;117%;-1662.62;
DESFIBRILADOR;1;Obsoleto;117%;-1662.62;
DESFIBRILADOR;1;Obsoleto;117%;-1662.62;
DESFIBRILADOR;1;Obsoleto;117%;-1662.62;
DESFIBRILADOR;1;Obsoleto;117%;-1662.62;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;17%;905.03;
DESFIBRILADOR;1;Obsoleto;117%;-1662.62;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
DETECTOR FETAL;1;Obsoleto;117%;-260.14;
ARCO CIRÚRGICO;4;Obsoleto;110%;-33657.53;
ARCO CIRÚRGICO;4;Não Obsoleto;77%;49427.95;
ECOCARDIÓGRAFO;2;Obsoleto;149%;-78378.08;
ARCO CIRÚRGICO;4;Não Obsoleto;57%;81646.41;
ARCO CIRÚRGICO;4;Não Obsoleto;24%;432902.05;
ECOCARDIÓGRAFO;2;Não Obsoleto;51%;147535.83;
ELETROCARDIÓGRAFO;1;Obsoleto;117%;-3295.07;
ELETROCARDIÓGRAFO;1;Obsoleto;106%;-53.79;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;14%;943.46;
ELETROCARDIÓGRAFO;1;Obsoleto;117%;-1734.25;
ELETROCARDIÓGRAFO;1;Obsoleto;106%;-53.79;
ELETROCARDIÓGRAFO;1;Não Obsoleto;80%;813.15;
ELETROCARDIÓGRAFO;1;Obsoleto;117%;-693.70;
ECOCARDIÓGRAFO;2;Não Obsoleto;46%;86443.84;
ECOCARDIÓGRAFO;2;Não Obsoleto;38%;99331.51;
ELETROCARDIÓGRAFO;1;Obsoleto;117%;-693.70;
ELETROCARDIÓGRAFO;1;Obsoleto;117%;-2081.10;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;7%;1297.97;
BALANÇA ANTROPOMÉTRICA;3;Não Obsoleto;7%;0.00;
BOMBA DE INFUSÃO ENTERAL;3;Não Obsoleto;43%;5684.93;
BOMBA DE INFUSÃO;3;Obsoleto;107%;-398.99;
BIPAP;3;Não Obsoleto;41%;10558.36;
EQUIPAMENTO PARA MANOMETRIA;1;Obsoleto;117%;-4895.90;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ESFIGMOMANÔMETRO ANALÓGICO;1;Obsoleto;117%;-52.03;
ECOCARDIÓGRAFO;2;Não Obsoleto;38%;99331.51;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;117%;-158.86;
BISTURI ELÉTRICO;3;Não Obsoleto;63%;11243.84;
BISTURI ELÉTRICO;3;Não Obsoleto;63%;11243.84;
ESTATIVA;1;Obsoleto;117%;-17342.47;
BISTURI ELÉTRICO;3;Não Obsoleto;63%;11243.84;
ESTATIVA;1;Obsoleto;117%;-17342.47;
ESTATIVA;1;Obsoleto;117%;-17342.47;
BISTURI ELÉTRICO;3;Não Obsoleto;47%;15805.48;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
ESTATIVA;1;Obsoleto;117%;-17342.47;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
CAMA ELÉTRICA;3;Obsoleto;117%;-6069.86;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
ESTUFA;1;Obsoleto;117%;-1387.40;
ESTUFA;1;Obsoleto;117%;-1387.40;
ESTUFA;1;Obsoleto;117%;-1387.40;
ESTUFA;1;Obsoleto;117%;-1387.40;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
ECOCARDIÓGRAFO;2;Não Obsoleto;46%;50487.18;
ECOCARDIÓGRAFO;2;Não Obsoleto;33%;109544.93;
MAMÓGRAFO DIGITAL;2;Obsoleto;107%;-62136.99;
PROCESSADORA DE FILMES;2;Não Obsoleto;97%;638.29;
ROBÔ DE ACESSO REMOTO;2;Não Obsoleto;7%;929.32;
FOCO AUXILIAR;1;Obsoleto;117%;-1734.25;
FOCO AUXILIAR;1;Obsoleto;117%;-1734.25;
FOCO AUXILIAR;1;Obsoleto;117%;-1734.25;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
CAMA ELÉTRICA;3;Obsoleto;117%;-3121.64;
RETROFIT;2;Não Obsoleto;59%;14019.18;
FOCO CIRÚRGICO;7;Não Obsoleto;23%;85167.12;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FOCO CIRÚRGICO;7;Não Obsoleto;23%;85167.12;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FOCO CIRÚRGICO;1;Obsoleto;117%;-19076.71;
FONTE DE LUZ;1;Obsoleto;117%;-83.76;
FONTE DE LUZ;1;Obsoleto;117%;-83.76;
FONTE DE LUZ;1;Obsoleto;117%;-83.76;
FONTE DE LUZ;1;Obsoleto;117%;-83.76;
FONTE DE LUZ;1;Obsoleto;117%;-83.76;
FONTE DE LUZ;1;Obsoleto;109%;-41.15;
FONTE DE LUZ;1;Obsoleto;109%;-41.15;
FONTE DE LUZ;1;Obsoleto;117%;-83.76;
FONTE DE LUZ;1;Obsoleto;109%;-41.15;
FONTE DE LUZ;1;Obsoleto;101%;-5.56;
FONTE DE LUZ;1;Obsoleto;109%;-41.15;
FONTE DE LUZ;1;Obsoleto;109%;-41.15;
FONTE DE LUZ;1;Obsoleto;117%;-83.76;
FONTE DE LUZ;1;Obsoleto;117%;-83.76;
FONTE DE LUZ;1;Obsoleto;117%;-83.76;
FONTE DE LUZ;1;Obsoleto;109%;-41.15;
FONTE DE LUZ;1;Obsoleto;109%;-41.15;
FOTOPOLIMERIZADOR;1;Obsoleto;117%;-121.40;
RETROFIT;2;Não Obsoleto;59%;14019.18;
RETROFIT;2;Não Obsoleto;59%;14019.18;
RETROFIT;2;Não Obsoleto;17%;28122.19;
GERADOR DE RF;1;Obsoleto;117%;-27747.95;
